6.95532	-23.3705
7.69044	-23.82
9.05759	-23.5133
10.7003	-23.5518
12.4912	-23.504
14.379	-23.3716
16.3382	-23.5611
17.3914	-23.1023
18.5937	-23.3804
20.2194	-22.8336
21.8674	-22.8036
23.5874	-22.5724
25.4289	-22.4409
27.3168	-22.112
29.1521	-21.9115
31.0338	-21.5308
32.962	-21.8078
34.8625	-20.6813
36.7109	-20.5619
38.5813	-19.8809
40.4984	-19.2551
42.4129	-18.4372
44.3251	-17.6142
46.2105	-16.3369
48.0694	-16.0009
49.9752	-15.9118
51.8303	-15.6159
53.7081	-15.8479
55.6087	-16.372
57.5321	-16.2678
59.4054	-16.6749
61.6664	-16.4822
63.7072	-17.0039
65.6983	-17.2051
67.64	-17.2775
69.5566	-17.156
71.4242	-17.3175
73.2428	-17.8815
